text_id,n_words,n_tokens,n_lemmma,n_nouns,n_verbs,corpus,language
n01081,62,51,52,18,5,UD_Japanese-PUD,Japanese
n01082,63,49,48,11,11,UD_Japanese-PUD,Japanese
n01083,64,50,48,18,7,UD_Japanese-PUD,Japanese
n01084,59,40,36,14,5,UD_Japanese-PUD,Japanese
n01085,60,48,48,20,6,UD_Japanese-PUD,Japanese
n01086,62,45,44,18,4,UD_Japanese-PUD,Japanese
n01087,66,51,51,18,4,UD_Japanese-PUD,Japanese
n01088,60,47,46,23,2,UD_Japanese-PUD,Japanese
n01089,62,48,49,18,7,UD_Japanese-PUD,Japanese
n01090,66,58,57,26,8,UD_Japanese-PUD,Japanese
n01091,66,46,44,19,3,UD_Japanese-PUD,Japanese
n01092,62,53,53,21,9,UD_Japanese-PUD,Japanese
n01093,66,49,48,18,3,UD_Japanese-PUD,Japanese
n01094,68,50,48,15,8,UD_Japanese-PUD,Japanese
n01095,70,52,50,17,5,UD_Japanese-PUD,Japanese
n01096,68,48,47,18,5,UD_Japanese-PUD,Japanese
n01097,69,53,52,22,4,UD_Japanese-PUD,Japanese
n01098,69,47,46,20,11,UD_Japanese-PUD,Japanese
n01099,68,54,53,23,5,UD_Japanese-PUD,Japanese
n01101,70,49,48,20,7,UD_Japanese-PUD,Japanese
n01102,58,40,40,19,5,UD_Japanese-PUD,Japanese
n01103,62,50,49,26,3,UD_Japanese-PUD,Japanese
n01104,65,46,47,18,5,UD_Japanese-PUD,Japanese
n01105,64,54,54,18,12,UD_Japanese-PUD,Japanese
n01106,70,47,45,18,3,UD_Japanese-PUD,Japanese
n01107,72,53,53,23,6,UD_Japanese-PUD,Japanese
n01108,71,45,42,21,5,UD_Japanese-PUD,Japanese
n01109,67,50,49,17,12,UD_Japanese-PUD,Japanese
n01110,64,48,45,16,8,UD_Japanese-PUD,Japanese
n01111,58,44,43,17,2,UD_Japanese-PUD,Japanese
n01112,58,47,47,15,5,UD_Japanese-PUD,Japanese
n01113,61,48,45,20,4,UD_Japanese-PUD,Japanese
n01114,62,49,48,22,4,UD_Japanese-PUD,Japanese
n01115,62,47,46,20,4,UD_Japanese-PUD,Japanese
n01116,71,55,51,21,8,UD_Japanese-PUD,Japanese
n01117,71,59,59,26,8,UD_Japanese-PUD,Japanese
n01118,72,49,45,8,7,UD_Japanese-PUD,Japanese
n01119,68,54,52,22,8,UD_Japanese-PUD,Japanese
n01120,64,47,44,17,4,UD_Japanese-PUD,Japanese
n01121,68,56,55,18,10,UD_Japanese-PUD,Japanese
n01122,62,40,38,14,7,UD_Japanese-PUD,Japanese
n01123,61,48,46,13,5,UD_Japanese-PUD,Japanese
n01125,57,44,41,15,7,UD_Japanese-PUD,Japanese
n01127,63,45,45,20,4,UD_Japanese-PUD,Japanese
n01128,64,50,49,21,7,UD_Japanese-PUD,Japanese
n01129,69,49,49,12,6,UD_Japanese-PUD,Japanese
n01130,66,51,46,19,10,UD_Japanese-PUD,Japanese
n01131,67,51,51,16,5,UD_Japanese-PUD,Japanese
n01132,65,47,45,18,7,UD_Japanese-PUD,Japanese
n01133,65,51,50,22,10,UD_Japanese-PUD,Japanese
n01134,62,46,44,15,9,UD_Japanese-PUD,Japanese
n01135,63,51,48,15,6,UD_Japanese-PUD,Japanese
n01136,64,53,52,18,4,UD_Japanese-PUD,Japanese
n01137,69,47,45,21,5,UD_Japanese-PUD,Japanese
n01138,64,49,50,18,6,UD_Japanese-PUD,Japanese
n01139,65,48,46,18,8,UD_Japanese-PUD,Japanese
n01140,63,44,43,14,7,UD_Japanese-PUD,Japanese
n01141,66,52,51,22,6,UD_Japanese-PUD,Japanese
n01142,62,40,40,11,4,UD_Japanese-PUD,Japanese
n01143,67,60,58,24,12,UD_Japanese-PUD,Japanese
n01144,66,45,45,28,2,UD_Japanese-PUD,Japanese
n01145,68,46,45,20,7,UD_Japanese-PUD,Japanese
n01146,65,48,47,13,10,UD_Japanese-PUD,Japanese
n01147,67,50,50,22,5,UD_Japanese-PUD,Japanese
n01148,68,47,46,22,4,UD_Japanese-PUD,Japanese
n01149,65,53,51,22,10,UD_Japanese-PUD,Japanese
n01150,65,45,45,21,3,UD_Japanese-PUD,Japanese
n02002,66,51,50,18,12,UD_Japanese-PUD,Japanese
n02004,61,48,45,13,9,UD_Japanese-PUD,Japanese
n02006,61,48,47,21,6,UD_Japanese-PUD,Japanese
n02007,58,40,40,13,7,UD_Japanese-PUD,Japanese
n02011,54,46,47,17,9,UD_Japanese-PUD,Japanese
n02016,61,52,50,17,5,UD_Japanese-PUD,Japanese
n02017,65,46,44,19,5,UD_Japanese-PUD,Japanese
n02022,63,48,47,21,4,UD_Japanese-PUD,Japanese
n02024,61,45,45,13,10,UD_Japanese-PUD,Japanese
n02027,63,50,48,18,5,UD_Japanese-PUD,Japanese
n02030,66,51,50,24,4,UD_Japanese-PUD,Japanese
n02031,62,46,45,24,6,UD_Japanese-PUD,Japanese
n02032,67,46,47,21,6,UD_Japanese-PUD,Japanese
n02033,67,57,56,21,7,UD_Japanese-PUD,Japanese
n02034,70,56,54,22,4,UD_Japanese-PUD,Japanese
n02036,66,49,47,15,7,UD_Japanese-PUD,Japanese
n02038,62,44,43,14,8,UD_Japanese-PUD,Japanese
n02040,62,51,49,16,7,UD_Japanese-PUD,Japanese
n02041,66,48,46,19,5,UD_Japanese-PUD,Japanese
n02042,68,52,51,21,7,UD_Japanese-PUD,Japanese
n02043,63,46,46,15,6,UD_Japanese-PUD,Japanese
n02044,69,52,52,23,7,UD_Japanese-PUD,Japanese
n02046,68,48,46,14,8,UD_Japanese-PUD,Japanese
n02048,67,53,52,22,11,UD_Japanese-PUD,Japanese
n02050,63,47,47,19,5,UD_Japanese-PUD,Japanese
n02052,62,46,45,15,6,UD_Japanese-PUD,Japanese
n02056,65,48,46,15,6,UD_Japanese-PUD,Japanese
n02058,65,49,47,17,6,UD_Japanese-PUD,Japanese
n02066,60,47,44,18,6,UD_Japanese-PUD,Japanese
n02068,63,47,47,17,2,UD_Japanese-PUD,Japanese
n02069,61,45,43,21,5,UD_Japanese-PUD,Japanese
n02073,57,48,48,18,4,UD_Japanese-PUD,Japanese
n02074,63,49,49,20,4,UD_Japanese-PUD,Japanese
n02075,62,48,49,19,8,UD_Japanese-PUD,Japanese
n02076,61,50,50,20,5,UD_Japanese-PUD,Japanese
n02078,62,43,43,20,0,UD_Japanese-PUD,Japanese
n02079,67,53,54,22,10,UD_Japanese-PUD,Japanese
n02081,72,54,52,22,4,UD_Japanese-PUD,Japanese
n02082,70,48,47,18,12,UD_Japanese-PUD,Japanese
n02083,67,55,54,23,5,UD_Japanese-PUD,Japanese
n03001,66,45,44,14,2,UD_Japanese-PUD,Japanese
n03002,70,59,58,25,11,UD_Japanese-PUD,Japanese
n03003,68,48,46,17,9,UD_Japanese-PUD,Japanese
n03004,64,47,44,14,8,UD_Japanese-PUD,Japanese
n03005,65,47,46,17,4,UD_Japanese-PUD,Japanese
n03006,57,45,44,12,8,UD_Japanese-PUD,Japanese
n03007,60,47,45,18,8,UD_Japanese-PUD,Japanese
n03008,57,39,38,19,5,UD_Japanese-PUD,Japanese
n03009,58,50,49,19,7,UD_Japanese-PUD,Japanese
n03010,58,42,42,20,5,UD_Japanese-PUD,Japanese
n04001,59,45,44,14,8,UD_Japanese-PUD,Japanese
n04002,66,53,53,20,5,UD_Japanese-PUD,Japanese
n04003,58,36,36,16,4,UD_Japanese-PUD,Japanese
n04005,60,51,51,20,7,UD_Japanese-PUD,Japanese
n04006,62,52,51,23,3,UD_Japanese-PUD,Japanese
n04007,66,52,52,19,4,UD_Japanese-PUD,Japanese
n04008,59,41,42,16,7,UD_Japanese-PUD,Japanese
n04009,69,59,59,24,8,UD_Japanese-PUD,Japanese
n04010,69,50,49,17,9,UD_Japanese-PUD,Japanese
n05001,68,51,49,18,6,UD_Japanese-PUD,Japanese
n05002,66,49,49,20,8,UD_Japanese-PUD,Japanese
n05003,67,41,39,11,6,UD_Japanese-PUD,Japanese
n05004,62,55,55,18,11,UD_Japanese-PUD,Japanese
n05005,72,54,52,20,3,UD_Japanese-PUD,Japanese
n05006,66,48,47,20,8,UD_Japanese-PUD,Japanese
n05007,67,49,48,20,4,UD_Japanese-PUD,Japanese
n05008,65,51,50,23,7,UD_Japanese-PUD,Japanese
n05009,66,51,50,17,8,UD_Japanese-PUD,Japanese
n05010,66,53,51,18,9,UD_Japanese-PUD,Japanese
w01001,64,46,46,17,9,UD_Japanese-PUD,Japanese
w01002,60,46,45,23,9,UD_Japanese-PUD,Japanese
w01003,67,51,49,17,7,UD_Japanese-PUD,Japanese
w01004,66,52,49,19,5,UD_Japanese-PUD,Japanese
w01005,65,44,43,20,5,UD_Japanese-PUD,Japanese
w01006,61,46,45,14,5,UD_Japanese-PUD,Japanese
w01007,61,49,50,17,9,UD_Japanese-PUD,Japanese
w01008,64,52,50,20,6,UD_Japanese-PUD,Japanese
w01009,68,55,52,19,8,UD_Japanese-PUD,Japanese
w01010,62,41,41,15,6,UD_Japanese-PUD,Japanese
w01012,62,48,48,19,9,UD_Japanese-PUD,Japanese
w01013,71,53,52,19,3,UD_Japanese-PUD,Japanese
w01014,69,51,49,18,4,UD_Japanese-PUD,Japanese
w01016,66,53,52,22,8,UD_Japanese-PUD,Japanese
w01017,67,52,51,21,3,UD_Japanese-PUD,Japanese
w01018,69,49,47,12,9,UD_Japanese-PUD,Japanese
w01019,70,51,51,25,9,UD_Japanese-PUD,Japanese
w01020,70,47,46,18,8,UD_Japanese-PUD,Japanese
w01022,62,48,46,20,3,UD_Japanese-PUD,Japanese
w01023,69,51,49,25,3,UD_Japanese-PUD,Japanese
w01025,62,41,41,15,8,UD_Japanese-PUD,Japanese
w01026,63,54,52,24,9,UD_Japanese-PUD,Japanese
w01027,63,44,42,15,6,UD_Japanese-PUD,Japanese
w01028,61,53,52,17,11,UD_Japanese-PUD,Japanese
w01029,62,48,47,20,2,UD_Japanese-PUD,Japanese
w01030,61,42,42,20,6,UD_Japanese-PUD,Japanese
w01031,70,59,57,25,4,UD_Japanese-PUD,Japanese
w01032,73,56,55,28,4,UD_Japanese-PUD,Japanese
w01033,65,47,47,16,12,UD_Japanese-PUD,Japanese
w01034,68,52,48,22,3,UD_Japanese-PUD,Japanese
w01035,72,49,48,25,5,UD_Japanese-PUD,Japanese
w01036,73,53,54,17,11,UD_Japanese-PUD,Japanese
w01037,68,49,47,21,7,UD_Japanese-PUD,Japanese
w01038,66,51,48,14,5,UD_Japanese-PUD,Japanese
w01039,66,50,46,17,4,UD_Japanese-PUD,Japanese
w01040,72,56,56,23,7,UD_Japanese-PUD,Japanese
w01041,67,50,49,21,7,UD_Japanese-PUD,Japanese
w01042,72,55,53,21,8,UD_Japanese-PUD,Japanese
w01043,72,57,54,24,5,UD_Japanese-PUD,Japanese
w01044,69,51,50,17,7,UD_Japanese-PUD,Japanese
w01045,65,44,43,18,6,UD_Japanese-PUD,Japanese
w01046,66,53,53,16,6,UD_Japanese-PUD,Japanese
w01047,61,45,44,19,5,UD_Japanese-PUD,Japanese
w01048,63,48,46,19,6,UD_Japanese-PUD,Japanese
w01049,59,41,41,13,9,UD_Japanese-PUD,Japanese
w01050,56,43,42,15,7,UD_Japanese-PUD,Japanese
w01051,63,51,51,17,7,UD_Japanese-PUD,Japanese
w01052,64,54,52,22,5,UD_Japanese-PUD,Japanese
w01053,63,43,44,16,4,UD_Japanese-PUD,Japanese
w01054,64,53,53,22,7,UD_Japanese-PUD,Japanese
w01056,64,49,49,16,5,UD_Japanese-PUD,Japanese
w01057,70,49,46,17,5,UD_Japanese-PUD,Japanese
w01058,63,49,48,22,2,UD_Japanese-PUD,Japanese
w01060,65,53,52,18,8,UD_Japanese-PUD,Japanese
w01061,64,43,43,17,3,UD_Japanese-PUD,Japanese
w01062,63,54,52,26,7,UD_Japanese-PUD,Japanese
w01063,66,44,44,16,3,UD_Japanese-PUD,Japanese
w01064,65,54,53,24,8,UD_Japanese-PUD,Japanese
w01065,62,52,51,21,5,UD_Japanese-PUD,Japanese
w01066,63,48,47,17,9,UD_Japanese-PUD,Japanese
w01067,65,50,49,18,9,UD_Japanese-PUD,Japanese
w01068,69,53,53,17,6,UD_Japanese-PUD,Japanese
w01069,67,49,49,33,2,UD_Japanese-PUD,Japanese
w01070,67,47,47,17,5,UD_Japanese-PUD,Japanese
w01071,66,58,55,23,11,UD_Japanese-PUD,Japanese
w01072,62,42,41,20,2,UD_Japanese-PUD,Japanese
w01073,65,53,52,18,5,UD_Japanese-PUD,Japanese
w01074,67,51,52,21,8,UD_Japanese-PUD,Japanese
w01075,68,48,43,18,4,UD_Japanese-PUD,Japanese
w01076,70,52,52,21,6,UD_Japanese-PUD,Japanese
w01078,68,53,53,20,9,UD_Japanese-PUD,Japanese
w01079,66,47,45,21,4,UD_Japanese-PUD,Japanese
w01080,64,52,51,20,5,UD_Japanese-PUD,Japanese
w01081,62,52,51,21,7,UD_Japanese-PUD,Japanese
w01082,63,43,43,20,3,UD_Japanese-PUD,Japanese
w01083,64,52,52,15,11,UD_Japanese-PUD,Japanese
w01084,66,45,43,15,8,UD_Japanese-PUD,Japanese
w01085,65,49,47,14,5,UD_Japanese-PUD,Japanese
w01086,67,54,54,25,5,UD_Japanese-PUD,Japanese
w01087,71,56,53,17,6,UD_Japanese-PUD,Japanese
w01088,68,53,52,16,11,UD_Japanese-PUD,Japanese
w01089,70,46,44,15,7,UD_Japanese-PUD,Japanese
w01091,67,49,46,12,10,UD_Japanese-PUD,Japanese
w01092,66,49,48,15,7,UD_Japanese-PUD,Japanese
w01093,68,48,47,18,8,UD_Japanese-PUD,Japanese
w01094,58,40,38,13,7,UD_Japanese-PUD,Japanese
w01095,60,47,47,20,10,UD_Japanese-PUD,Japanese
w01096,60,43,44,12,4,UD_Japanese-PUD,Japanese
w01097,56,46,44,17,5,UD_Japanese-PUD,Japanese
w01098,61,46,46,19,4,UD_Japanese-PUD,Japanese
w01099,61,48,47,17,6,UD_Japanese-PUD,Japanese
w01100,64,53,54,26,6,UD_Japanese-PUD,Japanese
w01101,64,54,50,22,4,UD_Japanese-PUD,Japanese
w01102,69,54,54,25,3,UD_Japanese-PUD,Japanese
w01103,71,49,49,22,4,UD_Japanese-PUD,Japanese
w01105,62,43,43,13,6,UD_Japanese-PUD,Japanese
w01106,62,50,50,22,7,UD_Japanese-PUD,Japanese
w01107,66,54,52,22,6,UD_Japanese-PUD,Japanese
w01108,66,44,42,20,4,UD_Japanese-PUD,Japanese
w01109,63,53,53,19,11,UD_Japanese-PUD,Japanese
w01111,64,51,48,15,5,UD_Japanese-PUD,Japanese
w01112,64,54,51,21,6,UD_Japanese-PUD,Japanese
w01113,68,49,48,15,6,UD_Japanese-PUD,Japanese
w01114,69,56,55,22,7,UD_Japanese-PUD,Japanese
w01115,64,46,44,20,4,UD_Japanese-PUD,Japanese
w01116,66,52,51,17,8,UD_Japanese-PUD,Japanese
w01117,64,50,48,17,8,UD_Japanese-PUD,Japanese
w01119,69,49,48,17,4,UD_Japanese-PUD,Japanese
w01121,66,49,48,18,10,UD_Japanese-PUD,Japanese
w01122,69,53,52,20,5,UD_Japanese-PUD,Japanese
w01124,68,49,47,17,5,UD_Japanese-PUD,Japanese
w01125,69,53,53,22,6,UD_Japanese-PUD,Japanese
w01127,67,51,49,21,4,UD_Japanese-PUD,Japanese
w01128,68,53,52,17,9,UD_Japanese-PUD,Japanese
w01129,65,52,48,14,9,UD_Japanese-PUD,Japanese
w01130,66,50,50,22,5,UD_Japanese-PUD,Japanese
w01131,66,50,48,17,5,UD_Japanese-PUD,Japanese
w01132,62,49,48,13,9,UD_Japanese-PUD,Japanese
w01133,65,50,50,15,6,UD_Japanese-PUD,Japanese
w01134,63,48,45,14,4,UD_Japanese-PUD,Japanese
w01135,68,52,50,20,6,UD_Japanese-PUD,Japanese
w01136,61,38,37,18,3,UD_Japanese-PUD,Japanese
w01137,62,52,52,17,7,UD_Japanese-PUD,Japanese
w01138,61,49,46,19,3,UD_Japanese-PUD,Japanese
w01139,62,44,43,17,6,UD_Japanese-PUD,Japanese
w01140,58,47,47,21,5,UD_Japanese-PUD,Japanese
w01141,58,41,40,12,4,UD_Japanese-PUD,Japanese
w01142,61,53,52,21,8,UD_Japanese-PUD,Japanese
w01143,62,45,45,18,5,UD_Japanese-PUD,Japanese
w01144,59,46,46,16,7,UD_Japanese-PUD,Japanese
w01146,69,59,57,19,8,UD_Japanese-PUD,Japanese
w01147,71,56,55,22,5,UD_Japanese-PUD,Japanese
w01148,72,52,52,21,6,UD_Japanese-PUD,Japanese
w01149,70,54,53,28,4,UD_Japanese-PUD,Japanese
w01150,69,52,54,22,4,UD_Japanese-PUD,Japanese
w02001,65,48,47,23,2,UD_Japanese-PUD,Japanese
w02002,68,52,52,22,8,UD_Japanese-PUD,Japanese
w02003,69,55,51,23,3,UD_Japanese-PUD,Japanese
w02004,62,44,43,24,3,UD_Japanese-PUD,Japanese
w02005,68,53,54,15,15,UD_Japanese-PUD,Japanese
w02006,69,52,50,18,12,UD_Japanese-PUD,Japanese
w02007,61,46,44,17,7,UD_Japanese-PUD,Japanese
w02008,64,51,49,18,9,UD_Japanese-PUD,Japanese
w02009,67,45,43,17,3,UD_Japanese-PUD,Japanese
w02011,57,41,41,12,6,UD_Japanese-PUD,Japanese
w02012,57,49,50,18,5,UD_Japanese-PUD,Japanese
w02013,63,47,45,17,4,UD_Japanese-PUD,Japanese
w02014,63,44,43,11,6,UD_Japanese-PUD,Japanese
w02015,65,53,52,32,3,UD_Japanese-PUD,Japanese
w02016,65,43,43,17,4,UD_Japanese-PUD,Japanese
w02017,69,58,56,21,8,UD_Japanese-PUD,Japanese
w02018,71,50,48,24,7,UD_Japanese-PUD,Japanese
w02019,68,51,49,14,10,UD_Japanese-PUD,Japanese
w03001,66,47,45,17,6,UD_Japanese-PUD,Japanese
w03002,68,53,52,20,5,UD_Japanese-PUD,Japanese
w03003,59,48,45,18,7,UD_Japanese-PUD,Japanese
w03004,63,50,48,18,2,UD_Japanese-PUD,Japanese
w03005,61,49,48,21,9,UD_Japanese-PUD,Japanese
w03006,65,55,54,21,7,UD_Japanese-PUD,Japanese
w03007,62,41,41,14,3,UD_Japanese-PUD,Japanese
w03008,63,51,50,19,11,UD_Japanese-PUD,Japanese
w03009,68,55,52,25,5,UD_Japanese-PUD,Japanese
w03010,69,45,44,12,7,UD_Japanese-PUD,Japanese
w04001,61,50,48,19,7,UD_Japanese-PUD,Japanese
w04002,62,43,42,15,2,UD_Japanese-PUD,Japanese
w04003,63,43,43,15,8,UD_Japanese-PUD,Japanese
w04004,61,52,50,19,7,UD_Japanese-PUD,Japanese
w04006,57,38,38,13,4,UD_Japanese-PUD,Japanese
w04007,65,56,54,21,8,UD_Japanese-PUD,Japanese
w04008,66,47,47,18,4,UD_Japanese-PUD,Japanese
w04009,62,47,45,20,5,UD_Japanese-PUD,Japanese
w04010,66,53,53,20,6,UD_Japanese-PUD,Japanese
w05001,71,49,48,10,9,UD_Japanese-PUD,Japanese
w05002,63,48,43,15,7,UD_Japanese-PUD,Japanese
w05003,60,47,45,23,3,UD_Japanese-PUD,Japanese
w05004,62,49,48,20,6,UD_Japanese-PUD,Japanese
w05005,61,46,44,15,8,UD_Japanese-PUD,Japanese
w05006,61,47,47,14,7,UD_Japanese-PUD,Japanese
w05007,65,50,48,21,9,UD_Japanese-PUD,Japanese
w05008,67,49,46,18,1,UD_Japanese-PUD,Japanese
w05009,64,42,41,16,7,UD_Japanese-PUD,Japanese
w05010,57,39,38,13,2,UD_Japanese-PUD,Japanese
n01001,45,43,42,10,6,UD_Russian-PUD,Russian
n01002,39,36,36,12,3,UD_Russian-PUD,Russian
n01003,39,35,34,14,4,UD_Russian-PUD,Russian
n01004,40,40,39,11,7,UD_Russian-PUD,Russian
n01005,38,38,35,12,9,UD_Russian-PUD,Russian
n01006,35,34,34,12,5,UD_Russian-PUD,Russian
n01007,29,28,28,10,5,UD_Russian-PUD,Russian
n01008,34,34,32,8,6,UD_Russian-PUD,Russian
n01009,34,33,33,15,6,UD_Russian-PUD,Russian
n01010,39,36,32,8,5,UD_Russian-PUD,Russian
n01011,43,41,41,16,3,UD_Russian-PUD,Russian
n01012,48,45,42,8,4,UD_Russian-PUD,Russian
n01013,44,43,41,18,8,UD_Russian-PUD,Russian
n01014,46,43,42,13,7,UD_Russian-PUD,Russian
n01015,42,40,40,15,6,UD_Russian-PUD,Russian
n01016,41,39,38,10,8,UD_Russian-PUD,Russian
n01017,41,40,40,13,6,UD_Russian-PUD,Russian
n01018,42,40,40,14,4,UD_Russian-PUD,Russian
n01019,41,39,37,19,1,UD_Russian-PUD,Russian
n01020,38,35,34,13,5,UD_Russian-PUD,Russian
n01021,36,33,33,3,7,UD_Russian-PUD,Russian
n01022,41,41,41,16,2,UD_Russian-PUD,Russian
n01023,35,33,33,8,3,UD_Russian-PUD,Russian
n01024,40,40,40,9,8,UD_Russian-PUD,Russian
n01025,41,39,39,9,4,UD_Russian-PUD,Russian
n01026,43,39,38,16,5,UD_Russian-PUD,Russian
n01027,48,46,45,15,5,UD_Russian-PUD,Russian
n01028,44,43,41,12,6,UD_Russian-PUD,Russian
n01029,44,43,42,12,5,UD_Russian-PUD,Russian
n01030,43,38,38,10,6,UD_Russian-PUD,Russian
n01031,48,42,42,13,7,UD_Russian-PUD,Russian
n01032,42,42,40,15,2,UD_Russian-PUD,Russian
n01033,46,46,46,14,9,UD_Russian-PUD,Russian
n01034,40,39,38,12,5,UD_Russian-PUD,Russian
n01035,45,43,43,13,4,UD_Russian-PUD,Russian
n01036,43,43,41,14,6,UD_Russian-PUD,Russian
n01037,40,37,37,13,4,UD_Russian-PUD,Russian
n01038,39,34,34,11,3,UD_Russian-PUD,Russian
n01039,44,43,42,15,4,UD_Russian-PUD,Russian
n01040,40,39,39,12,8,UD_Russian-PUD,Russian
n01041,38,37,36,12,6,UD_Russian-PUD,Russian
n01042,42,39,39,11,5,UD_Russian-PUD,Russian
n01043,42,40,37,11,9,UD_Russian-PUD,Russian
n01044,39,36,35,13,2,UD_Russian-PUD,Russian
n01045,42,40,40,10,4,UD_Russian-PUD,Russian
n01046,44,42,41,11,8,UD_Russian-PUD,Russian
n01047,41,39,37,10,4,UD_Russian-PUD,Russian
n01048,42,40,38,15,4,UD_Russian-PUD,Russian
n01049,46,42,41,12,4,UD_Russian-PUD,Russian
n01050,41,41,41,16,6,UD_Russian-PUD,Russian
n01051,38,37,37,13,3,UD_Russian-PUD,Russian
n01052,46,46,45,12,5,UD_Russian-PUD,Russian
n01053,42,41,38,16,8,UD_Russian-PUD,Russian
n01054,45,42,42,9,6,UD_Russian-PUD,Russian
n01055,39,39,38,16,6,UD_Russian-PUD,Russian
n01057,41,38,37,10,3,UD_Russian-PUD,Russian
n01058,39,38,38,13,2,UD_Russian-PUD,Russian
n01059,39,39,38,10,3,UD_Russian-PUD,Russian
n01060,40,38,36,9,2,UD_Russian-PUD,Russian
n01061,40,39,39,12,7,UD_Russian-PUD,Russian
n01062,40,38,38,9,4,UD_Russian-PUD,Russian
n01063,43,41,40,10,6,UD_Russian-PUD,Russian
n01064,42,41,40,13,5,UD_Russian-PUD,Russian
n01065,44,39,37,12,7,UD_Russian-PUD,Russian
n01066,42,40,40,3,2,UD_Russian-PUD,Russian
n01067,45,42,41,18,2,UD_Russian-PUD,Russian
n01068,36,35,33,13,5,UD_Russian-PUD,Russian
n01069,38,37,35,8,6,UD_Russian-PUD,Russian
n01070,38,35,35,10,5,UD_Russian-PUD,Russian
n01071,43,39,39,10,3,UD_Russian-PUD,Russian
n01072,44,44,43,17,5,UD_Russian-PUD,Russian
n01073,45,42,40,14,5,UD_Russian-PUD,Russian
n01074,44,43,41,17,5,UD_Russian-PUD,Russian
n01075,42,40,39,18,5,UD_Russian-PUD,Russian
n01076,42,42,41,10,6,UD_Russian-PUD,Russian
n01077,44,42,41,8,4,UD_Russian-PUD,Russian
n01078,39,36,37,14,2,UD_Russian-PUD,Russian
n01079,41,39,36,16,4,UD_Russian-PUD,Russian
n01080,42,36,35,14,4,UD_Russian-PUD,Russian
n01081,36,34,33,13,3,UD_Russian-PUD,Russian
n01082,39,39,38,12,5,UD_Russian-PUD,Russian
n01083,41,40,40,14,6,UD_Russian-PUD,Russian
n01084,40,33,32,12,2,UD_Russian-PUD,Russian
n01085,36,35,34,14,5,UD_Russian-PUD,Russian
n01086,43,38,38,5,10,UD_Russian-PUD,Russian
n01087,42,41,39,12,6,UD_Russian-PUD,Russian
n01088,37,33,33,10,7,UD_Russian-PUD,Russian
n01089,41,38,38,11,5,UD_Russian-PUD,Russian
n01090,42,36,35,10,3,UD_Russian-PUD,Russian
n01091,40,40,39,12,5,UD_Russian-PUD,Russian
n01092,42,42,39,12,8,UD_Russian-PUD,Russian
n01093,40,38,36,16,4,UD_Russian-PUD,Russian
n01094,43,40,40,11,4,UD_Russian-PUD,Russian
n01095,41,39,37,10,7,UD_Russian-PUD,Russian
n01096,43,43,43,18,6,UD_Russian-PUD,Russian
n01097,44,40,39,14,4,UD_Russian-PUD,Russian
n01098,48,45,44,19,6,UD_Russian-PUD,Russian
n01099,45,45,44,18,4,UD_Russian-PUD,Russian
n01101,44,44,42,14,4,UD_Russian-PUD,Russian
n01102,45,39,39,9,4,UD_Russian-PUD,Russian
n01103,46,44,44,15,3,UD_Russian-PUD,Russian
n01104,39,38,38,16,4,UD_Russian-PUD,Russian
n01105,34,33,33,10,6,UD_Russian-PUD,Russian
n01106,39,36,33,11,3,UD_Russian-PUD,Russian
n01107,41,36,34,12,8,UD_Russian-PUD,Russian
n01108,42,39,39,11,10,UD_Russian-PUD,Russian
n01109,42,42,42,15,4,UD_Russian-PUD,Russian
n01110,43,41,41,13,7,UD_Russian-PUD,Russian
n01111,40,38,37,15,3,UD_Russian-PUD,Russian
n01112,42,40,40,12,3,UD_Russian-PUD,Russian
n01113,39,38,39,15,5,UD_Russian-PUD,Russian
n01114,39,36,35,9,8,UD_Russian-PUD,Russian
n01115,39,39,39,7,7,UD_Russian-PUD,Russian
n01116,41,40,38,12,8,UD_Russian-PUD,Russian
n01117,40,40,39,10,2,UD_Russian-PUD,Russian
n01118,43,38,38,19,4,UD_Russian-PUD,Russian
n01119,40,39,39,8,6,UD_Russian-PUD,Russian
n01120,41,40,39,19,4,UD_Russian-PUD,Russian
n01121,43,39,38,11,5,UD_Russian-PUD,Russian
n01122,44,44,43,15,5,UD_Russian-PUD,Russian
n01123,44,41,40,16,4,UD_Russian-PUD,Russian
n01125,46,44,43,10,8,UD_Russian-PUD,Russian
n01127,47,45,45,16,4,UD_Russian-PUD,Russian
n01128,50,49,47,20,6,UD_Russian-PUD,Russian
n01129,44,44,44,15,4,UD_Russian-PUD,Russian
n01130,42,38,38,13,7,UD_Russian-PUD,Russian
n01131,38,36,35,13,4,UD_Russian-PUD,Russian
n01132,36,36,34,7,5,UD_Russian-PUD,Russian
n01133,37,37,36,15,5,UD_Russian-PUD,Russian
n01134,37,37,36,11,1,UD_Russian-PUD,Russian
n01135,36,33,33,16,3,UD_Russian-PUD,Russian
n01136,44,40,37,8,6,UD_Russian-PUD,Russian
n01137,42,41,40,12,8,UD_Russian-PUD,Russian
n01138,39,38,35,13,2,UD_Russian-PUD,Russian
n01139,42,40,38,7,11,UD_Russian-PUD,Russian
n01140,42,42,41,9,4,UD_Russian-PUD,Russian
n01141,44,38,35,10,6,UD_Russian-PUD,Russian
n01142,46,45,43,12,9,UD_Russian-PUD,Russian
n01143,49,45,45,16,4,UD_Russian-PUD,Russian
n01144,46,43,43,13,4,UD_Russian-PUD,Russian
n01145,43,39,38,12,7,UD_Russian-PUD,Russian
